country,isocode,year,region,PI_region,income,landlocked,lcapitalpw,lcapitalpw_year,grdomsav,grdomsav_year,unemped,unemped_year,lnploans,lnploans_year,lmarketsize,lmarketsize_year,lhitechexp,lhitechexp_year,lfdisv,lfdisv_year,linflB,linflB_year,inflB,inflB_year,absgdppcgrowth,absgdppcgrowth_year,econexpect,econexpect_year,jobmarket,jobmarket_year,index_foodshelter,index_foodshelter_year,lgrdomsav,lgrdomsav_year,FIconfidence,FIconfidence_year,employed,employed_year,satlivstandard,satlivstandard_year,lintlband,lintlband_year,mobilegdp,mobilegdp_year,lictexp,lictexp_year,lroyaltyrec,lroyaltyrec_year,predictedRD,predictedRD_year,unevenecondev,unevenecondev_year,lstartupcost,lstartupcost_year,linternetserverB,linternetserverB_year,startupcost,startupcost_year,mobileswb,mobileswb_year,enventrep,enventrep_year,workhard,workhard_year,polrights,polrights_year,govtype,govtype_year,govstability,govstability_year,polconstraint,polconstraint_year,goveffectiveB,goveffectiveB_year,rulelawB,rulelawB_year,executiveB,executiveB_year,regulationB,regulationB_year,index_corruption,index_corruption_year,courtapprove,courtapprove_year,confelections,confelections_year,confidentmilit,confidentmilit_year,voiced_concern,voiced_concern_year,addresspoverty,addresspoverty_year,govapprove,govapprove_year,enviropreserve,enviropreserve_year,primpuptoteach,primpuptoteach_year,girlstoboysnormB,girlstoboysnormB_year,netprimschB,netprimschB_year,grsecschB,grsecschB_year,grterschB,grterschB_year,secperwkrB,secperwkrB_year,terperwkrB,terperwkrB_year,childrenlearn,childrenlearn_year,educationqualsat,educationqualsat_year,dptimmun,dptimmun_year,measlimmun,measlimmun_year,tuberculosis,tuberculosis_year,lifexpectgdp,lifexpectgdp_year,ppphealthexpaidB,ppphealthexpaidB_year,infantmortalityB,infantmortalityB_year,undernourishB,undernourishB_year,respdisease,respdisease_year,haleswb,haleswb_year,sanitation,sanitation_year,hospbeds,hospbeds_year,healthsat,healthsat_year,wellrested,wellrested_year,worryyest,worryyest_year,healthproblems,healthproblems_year,waterqual,waterqual_year,envirobeautysat,envirobeautysat_year,propertystolen,propertystolen_year,stateviolencegdp,stateviolencegdp_year,assaultedB,assaultedB_year,safewalkingB,safewalkingB_year,refugeeidpB,refugeeidpB_year,grievanceB,grievanceB_year,humanemigrate,humanemigrate_year,stateviolenceswb,stateviolenceswb_year,demopressure,demopressure_year,warcasual,warcasual_year,expresspolitfear,expresspolitfear_year,civchoice,civchoice_year,tolimmigB,tolimmigB_year,tolethnicB,tolethnicB_year,freechoicesat,freechoicesat_year,civlib,civlib_year,relyB,relyB_year,volunteeredB,volunteeredB_year,donatedB,donatedB_year,helpedstrangerB,helpedstrangerB_year,relattend,relattend_year,trustothers,trustothers_year,married,married_year,,,,gdppcgrowth,royaltyrec,ictexp,capitalpw,fdisv,marketsize,nploans,hitechexp,internetserverB,intlband
Cambodia,KHM,2013,Asia Southeast,Asia-Pacific,Low income,0,8.8089704514,2011,11.67758285,2011,0.200000003,2011,1.1631507874,2012,23.0121269226,2011,0.07877139,2011,1.7714091539,2011,1.3693324972,2012,2.9327247143,2012,4.4335646629,2011,*,2012,*,2012,*,2012,2.5398352146,2011,*,2012,*,2011,*,2012,9.2104406357,2012,131.9600067139,2012,0.0475663133,2011,13.8155117035,2011,0,2011,7.0999999046,2012,4.6200590134,2012,1.3862943649,2012,100.5,2012,*,2012,*,2010,*,2012,2,2012,2,2011,13,2011,0.2800139785,2012,-0.75,2011,-1.0299999714,2011,13.3705739975,2010,-0.4499999881,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,47.29163,2011,0.9036101699,2008,98.24629,2011,44.37776,2008,14.49954,2011,0.7011336684,2010,0.0280847363,2010,*,2012,*,2012,94,2011,93,2011,424,2011,62.97741463,2011,134.9400024414,2011,36.2,2011,17.1,2011,189,2008,53,2007,31,2010,0.72,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,3,2011,*,2010,*,2012,5.9000000954,2012,7.3000001907,2012,7.6999998093,2012,3,2011,7.5,2012,0,2012,*,2010,*,2012,*,2012,*,2012,*,2012,3,2012,*,2012,*,2012,*,2012,*,2012,*,2010,*,2010,*,2012,,,,4.4335646629,1000000.125,0.0487157442,6693.0239257813,4.8791322708,9863697408,2.1999998093,0.0819569454,3,10000.0029296875
Cambodia,KHM,2014,Asia Southeast,Asia-Pacific,Low income,0,8.8736629486,2011,11.67758285,2011,1.5,2012,1.1939224005,2012,23.0121269226,2011,0.1267696619,2012,1.5546520948,2012,1.371840477,2013,2.9426002502,2013,3.7882974148,2012,*,2013,*,2013,*,2013,2.5398352146,2011,*,2012,*,2013,*,2013,9.0415668488,2013,133.8902435303,2013,0.1677774191,2012,15.1609830856,2012,0,2012,7.3000001907,2013,5.0212454796,2013,1.1145544052,2013,150.6000061035,2013,*,2013,*,2010,*,2013,2,2013,2,2012,14,2012,0.2800139785,2012,-0.8311167359,2012,-0.9700000286,2012,13.3705739975,2010,-0.349999994,2012,*,2013,*,2012,*,2012,*,2012,*,2013,*,2012,*,2012,*,2013,45.72134,2012,0.8522055149,2008,98.38292,2012,45.00671,2008,15.83411,2011,0.5711755157,2010,0.0681318343,2010,*,2013,*,2013,95,2012,93,2012,411,2012,71.40882927,2012,135.3200073242,2012,33.9,2012,15.4,2012,189,2008,61,2012,36.8,2012,0.7,2011,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,3,2012,*,2010,*,2013,6.1999998093,2013,7,2013,7.4000000954,2013,3,2012,7.1999998093,2013,0,2013,*,2010,*,2013,*,2013,*,2013,*,2013,3,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2010,*,2013,,,,3.7882974148,3839999.5,0.1826733351,7140.3916015625,3.7334394455,9863697408,2.2999997139,0.1351555139,2.0482096672,8446.001953125
Cambodia,KHM,2015,Asia Southeast,Asia-Pacific,Low income,0,8.9491024017,2013,10.9778089523,2013,0.3000000119,2013,1.5040774345,2013,23.1692028046,2013,0.172442764,2013,1.5813632011,2013,1.580058217,2014,3.8552384377,2014,3.8430302143,2013,*,2014,*,2014,*,2014,2.4830555916,2013,*,2012,*,2014,*,2014,9.4727811813,2014,155.1115083004,2014,0.8001968861,2013,14.6909799576,2013,0,2013,7.4,2014,4.9452075958,2014,1.3826532364,2014,139.5,2014,*,2014,*,2010,*,2014,2,2014,2,2014,16,2014,0.2800139785,2012,-0.9200000167,2013,-0.9900000095,2013,13.3705739975,2010,-0.349999994,2013,*,2014,*,2012,*,2012,*,2012,*,2013,*,2012,*,2012,*,2014,46.9271087646,2013,0.8522055745,2008,98.3829193115,2012,45.0067100525,2008,15.83411026,2011,0.5711755157,2010,0.0681318343,2010,*,2014,*,2014,92,2013,90,2013,400,2013,71.7475585938,2013,229,2013,32.5,2013,16.1000003815,2013,33.6,2012,62,2013,36.7999992371,2012,0.6999999881,2011,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,3,2013,*,2010,*,2014,6.1,2014,7.3,2014,7.2,2014,3,2013,7.5,2014,0,2014,*,2010,*,2014,*,2014,*,2014,*,2014,3,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2010,*,2014,,,,3.8430302143,2400000.5,1.2259792089,7699.9765625,3.8615787029,11541358592,3.5000002384,0.1882038116,2.9854619503,12999.9951171875
"Korea, Rep.",KOR,2012,Asia East,Asia-Pacific,High income,0,11.6420402527,2010,31.94210556,2010,3.700000048,2010,1.0647107363,2010,27.056520462,2010,3.3922944069,2009,-0.0884611756,2010,1.3675018618,2010,2.925531915,2010,3.4978280067,2010,*,2010,*,2011,*,2011,3.4947516918,2010,*,2011,*,2011,*,2011,13.4535131454,2011,108.5045166016,2011,3.1070535183,2010,21.8693332672,2010,3.1377711296,2010,2.3162820339,2011,2.7472708225,2011,7.8388895988,2011,14.6000003815,2011,*,2011,*,2010,*,2011,7,2011,8,2010,22,2010,0.7400000095,2007,1.1894465685,2010,0.9887014627,2010,32,2010,0.9135168791,2010,*,2011,*,2011,*,2011,*,2011,*,2010,*,2010,*,2011,*,2011,22.38267,2009,1.1301412582,2009,99.28472,2009,97.05115,2009,103.87252,2009,3.7719922066,2010,1.0887956619,2010,*,2011,*,2011,94,2010,98,2010,97,2010,80.76195122,2010,1829,2009,4.2,2010,5,2008,48,2008,71,2007,100,2010,10.3,2009,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3,2010,*,2010,*,2011,3,2011,3.7000000477,2011,4.5,2011,3,2010,3.2999999523,2011,0,2011,*,2010,*,2011,*,2011,*,2011,*,2011,6,2011,*,2011,*,2011,*,2011,*,2011,*,2010,*,2009,*,2011,,,,3.4978280067,3145797376,21.3550777435,113781.0703125,-0.0846613497,562985893888,1.8999999762,28.7340965271,2536.3857421875,696283.1875
"Korea, Rep.",KOR,2013,Asia East,Asia-Pacific,High income,0,11.6608171463,2011,31.52296402,2011,3.400000095,2011,0.91629076,2012,27.1430301666,2011,3.2854616642,2011,1.2595403194,2011,1.1667501224,2012,2.2115385532,2012,2.9538631439,2011,*,2012,*,2012,*,2012,3.4819464684,2011,*,2012,*,2011,*,2011,13.8774137497,2012,110.3600006104,2012,2.9436750412,2011,21.9574279785,2012,3.0611517429,2011,2.5999999046,2012,2.7472708225,2012,7.913667202,2012,14.6000003815,2012,*,2012,*,2010,*,2012,7,2012,8,2011,23,2011,0.7546977997,2012,1.2300000191,2011,1.0099999905,2011,32,2010,0.9499999881,2011,*,2012,*,2012,*,2012,*,2012,*,2010,*,2012,*,2012,*,2012,20.91785,2010,1.1312600374,2010,98.57439,2010,97.08053,2010,103.11111,2010,3.7719922066,2010,1.0887956619,2010,*,2012,*,2012,99,2011,99,2011,100,2011,80.86585366,2011,2180.6899414063,2011,4.1,2011,5,2011,48,2008,71,2007,100,2010,10.25,2009,*,2011,*,2012,*,2012,*,2012,*,2011,*,2011,*,2011,5,2011,*,2010,*,2012,2.5,2012,3.4000000954,2012,4.1999998093,2012,1,2011,3,2012,0,2012,*,2010,*,2012,*,2011,*,2011,*,2012,6,2012,*,2012,*,2011,*,2011,*,2011,*,2010,*,2009,*,2012,,,,2.9538631439,3435498752,17.985490799,115937.734375,2.5238013268,613858410496,1.5000001192,25.7213172913,2733.3996582031,1063858.375
"Korea, Rep.",KOR,2014,Asia East,Asia-Pacific,High income,0,11.7858295441,2013,34.0515632629,2013,3.200000048,2012,0.530628264,2013,27.3365097046,2013,3.3022413254,2012,4.1029047966,2012,0.8363232613,2013,1.3078659773,2013,2.6142451763,2012,*,2013,*,2013,*,2013,3.5568201542,2013,*,2013,*,2013,*,2013,14.051024437,2013,110.9984664917,2013,2.8994674683,2012,21.9574279785,2012,3.12155056,2012,2.9000000954,2013,2.7472708225,2013,7.5988483429,2013,14.6000003815,2013,*,2013,*,2010,*,2013,6,2013,8,2012,24,2012,0.7546977997,2012,1.1989067793,2012,0.9700000286,2012,32,2010,0.8899999857,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,17.8745,2012,0.9892782569,2012,99.1236,2012,97.19713,2012,98.37919,2012,2.672077179,2010,1.4916692972,2010,*,2013,*,2013,99,2012,99,2012,108,2012,81.36829268,2012,2321.3798828125,2012,3.3,2012,5,2012,48,2008,73,2012,100,2012,10.3,2009,*,2011,*,2013,*,2013,*,2013,*,2013,*,2011,*,2013,4.5,2012,*,2010,*,2013,2,2013,3.0999999046,2013,3.9000000954,2013,1.5,2012,3,2013,0,2013,*,2010,*,2013,*,2013,*,2013,*,2013,6,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2009,*,2013,,,,2.6142451763,3435498752,17.1644687653,131376.421875,59.5158195496,744895414272,0.7000000477,26.1734752655,1994.8959960938,1265558
"Korea, Rep.",KOR,2015,Asia East,Asia-Pacific,High income,0,11.7858295441,2013,34.0515632629,2013,3.0999999046,2013,0.4515100121,2013,27.318572998,2013,3.3357462883,2013,2.2136862278,2013,0.8208394051,2014,1.2724064589,2014,2.7018554211,2013,*,2014,*,2014,*,2014,3.5568201542,2013,*,2014,*,2014,*,2014,14.4501428604,2014,115.5435590537,2014,3.0028500557,2013,22.1659641266,2013,3.1318643093,2013,3.2,2014,2.7408399582,2014,7.6862063408,2014,14.5,2014,*,2014,*,2010,*,2014,6,2014,8,2014,26,2014,0.7546977997,2012,1.1200000048,2013,0.9399999976,2013,32,2010,0.9800000191,2013,*,2014,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,*,2014,17.8745002747,2012,0.9892783165,2012,99.1235961914,2012,97.1971282959,2012,98.3791885376,2012,2.672077179,2010,1.4916692972,2010,*,2014,*,2014,99,2013,99,2013,97,2013,81.4597549438,2013,2398,2013,3.2000000477,2013,5,2013,19.4,2012,73,2013,100,2012,10.3000001907,2009,*,2011,*,2014,*,2014,*,2014,*,2014,*,2011,*,2014,5,2013,*,2010,*,2014,1.8,2014,3.1,2014,3.6,2014,1,2013,2.9,2014,0,2014,*,2010,*,2014,*,2014,*,2014,*,2014,6,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,2.7018554211,4232099840,19.1428642273,131376.421875,8.1493806839,731653603328,0.570682168,27.0993461609,2177.0959472656,1886327.375
Kuwait,KWT,2012,MENA,MENA,High income,0,11.5957126617,2008,58.87324648,2008,2,2005,2.2925348282,2010,25.3446445465,2008,0.4190203547,2009,0.1220456734,2010,1.613449954,2010,4.020100503,2010,5.9465994835,2007,*,2011,*,2011,*,2011,4.0922298431,2008,*,2011,*,2011,*,2011,9.2104406357,2010,160.7756958008,2010,0.2533147335,2009,0,,0.7693504095,2009,5.9000000954,2011,0.7884573936,2011,5.199326992,2011,1.2000000477,2011,*,2011,*,2010,*,2011,4,2011,-7,2010,46,2010,0.7400000095,2007,0.1003589705,2010,0.5440822244,2010,7.8749995232,2010,0.1751244962,2010,*,,*,2010,*,2006,*,2006,*,2010,*,2010,*,2006,*,2011,8.37578,2010,1.1230020523,2008,92.1025,2008,100.95795,2008,21.9704151154,,2.3297419548,2010,0.2382407188,2010,*,2011,*,2011,98,2010,98,2010,41,2010,74.60473171,2010,1498,2009,9.6,2010,5,2008,20,2008,69,2007,100,2010,2,2009,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2009,4,2010,*,2009,*,2006,3.7999999523,2011,4.9000000954,2011,4.3434181213,2011,2,2010,5.0999999046,2011,0,2011,*,2009,*,2011,*,2011,*,2009,*,2011,3,2011,*,2011,*,2010,*,2010,*,2010,*,2010,*,2009,*,2011,,,,5.9465994835,0,0.2882886827,108630.0625,0.129805699,101634056192,8.9000005722,0.5204712749,180.1502838135,10000.0029296875
Kuwait,KWT,2013,MENA,MENA,High income,0,11.7022504807,2011,62.61695666,2011,2,2005,2.1162555218,2011,25.5220451355,2011,0.4190203249,2009,0.6492859721,2011,1.3658391123,2012,2.9190101624,2012,1.9932669401,2011,*,2012,*,2012,*,2012,4.1528801918,2011,*,2012,*,2011,*,2011,9.2104406357,2010,191.1100006104,2012,0.2533147335,2009,0,,0.9503383636,2011,5.5999999046,2012,0.7419373393,2012,5.3146829605,2012,1.1000000238,2012,*,2012,*,2010,*,2012,3,2012,-7,2011,47,2011,0.7026991248,2012,-0.0399999991,2011,0.5,2011,7.8749995232,2010,0.0799999982,2011,*,,*,2010,*,2006,*,2006,*,2010,*,2012,*,2006,*,2012,8.60901,2011,1.1230020523,2008,92.1025,2008,100.95795,2008,31.7012214661,,2.3297419548,2010,0.2382407188,2010,*,2012,*,2012,99,2011,99,2011,36,2011,74.72834146,2011,1308.6700439453,2011,9.3,2011,5,2011,20,2008,69,2007,100,2010,2,2009,*,2011,*,2012,*,2012,*,2011,*,2011,*,2011,*,2009,4,2011,*,2009,*,2006,3.5,2012,4.5999999046,2012,4,2012,2,2011,4.9000000954,2012,0,2012,*,2009,*,2012,*,2012,*,2009,*,2012,3,2012,*,2012,*,2010,*,2010,*,2010,*,2010,*,2009,*,2012,,,,-1.9932669401,0,0.2882886827,120842.3671875,0.9141735435,121362178048,7.3000001907,0.5204712749,202.3000488281,10000.0029296875
Kuwait,KWT,2014,MENA,MENA,High income,0,11.9375686646,2012,62.7132986,2012,1.5,2012,1.7227666378,2013,25.573513031,2012,0.4190203547,2009,1.3284988403,2012,1.2852048874,2013,2.615408659,2013,3.6280579567,2012,*,2013,*,2013,*,2012,4.1543931961,2012,*,2012,*,2013,*,2013,10.1266708374,2013,190.2883453369,2013,0.2533147335,2009,0,,0.8919762373,2012,5.3000001907,2013,0.7419373393,2013,5.2254500389,2013,1.1000000238,2013,*,2013,*,2010,*,2013,3,2013,-7,2012,48,2012,0.7026991248,2012,-0.0767573789,2012,0.3799999952,2012,7.8749995232,2010,-0.0500000007,2012,*,2013,*,2010,*,2006,*,2006,*,2010,*,2012,*,2006,*,2013,8.60056,2012,1.4423700571,2007,92.10572052,2007,100.3352203369,2007,30.8582458496,2010,2.3636031151,2010,0.2764000297,2010,*,2013,*,2013,98,2012,99,2012,26,2012,74.359,2012,1376.6600341797,2012,9.5,2012,5,2012,20,2008,68,2012,100,2012,2.2,2012,*,2011,*,2013,*,2013,*,2013,*,2013,*,2011,*,2009,4,2012,*,2009,*,2006,3.7999999523,2013,4.5999999046,2013,3.7000000477,2013,2,2012,5.0999999046,2013,0,2013,*,2009,*,2013,*,2013,*,2009,*,2013,3,2013,*,2013,*,2010,*,2010,*,2010,*,2010,*,2009,*,2013,,,,-3.6280579567,0,0.2882886827,152903.46875,2.7753717899,127771967488,4.6000003815,0.5204712749,184.9448394775,24999.994140625
Kuwait,KWT,2015,MENA,MENA,High income,0,11.7038326263,2009,59.1144447327,2013,3.0999999046,2013,1.5686159134,2014,25.5246295929,2013,0.8885447979,2013,1.2582002878,2013,1.2626651525,2014,2.5348296165,2014,2.472217083,2012,*,2012,*,2014,*,2012,4.0962500572,2013,*,2012,*,2013,*,2014,11.8290205002,2014,218.4302852441,2014,0.0517880283,2013,0,,0.924295485,2013,5,2014,1.0647107363,2014,5.3726334572,2014,1.8999999762,2014,*,2014,*,2010,*,2014,3,2014,-7,2014,50,2014,0.7026991248,2012,-0.0700000003,2013,0.3899999857,2013,7.8749995232,2010,-0.0900000036,2013,*,2014,*,2010,*,2006,*,2006,*,2010,*,2012,*,2006,*,2014,8.6051197052,2013,1.4423700571,2007,92.10572052,2007,100.3352203369,2007,28.4509391785,2013,2.3636031151,2010,0.2764000297,2010,*,2014,*,2014,99,2013,99,2013,24,2013,74.4627532959,2013,2375,2013,8.1000003815,2013,5,2013,12.6,2012,68,2013,100,2012,2.2000000477,2012,*,2011,*,2014,*,2014,*,2014,*,2014,*,2011,*,2009,4,2013,*,2009,*,2006,3.7,2014,4.9,2014,3.4,2014,2,2013,5.4,2014,0,2014,*,2009,*,2014,*,2014,*,2009,*,2014,3,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,-2.472217083,0,0.0531524792,121033.7109375,2.5190825462,121676242944,3.7999999523,1.4315886497,214.4294433594,137175.0625
Lao PDR,LAO,2012,Asia Southeast,Asia-Pacific,Lower middle income,1,9.0606555939,2010,21.49965649,2010,2.5,2009,1.5686159134,2009,22.2757549286,2010,1.4954419136,,1.9634093046,2010,1.9433808604,2010,5.982317351,2010,6.3184480667,2010,*,2008,*,2011,*,2011,3.1135001183,2010,*,2011,*,2011,*,2011,7.0561752319,2011,87.1631469727,2011,0,,0,,0,2010,5.698495388,2011,2.1517622471,2011,0.8207736611,2011,7.5999999046,2011,*,2011,*,2008,*,2011,1,2011,-7,2010,35,2010,0.0199999996,2007,-0.9423032403,2010,-0.8967465758,2010,5.25,2010,-1.030572176,2010,*,2011,*,2011,*,2011,*,2011,*,2008,*,2008,*,2011,*,2011,30.49379,2008,0.8694975376,2008,88.97855,2008,44.65939,2008,13.41379,2008,1.0257455111,2010,0.1583294272,2010,*,2011,*,2011,74,2010,64,2010,90,2010,67.064,2010,86,2009,42.1,2010,22,2008,226,2008,54,2007,63,2010,0.7,2010,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2008,4,2010,*,2008,*,2011,5.8317284584,2011,6.5,2011,6.8032646179,2011,2,2010,7.5982198715,2011,0,2011,*,2008,*,2011,*,2011,*,2011,*,2011,2,2011,*,2011,*,2008,*,2011,*,2011,*,2008,*,,*,2011,,,,6.3184480667,0,0,8608.79296875,6.1235723495,4723212288,3.7999999523,3.4613075256,1.2722570896,1159
Lao PDR,LAO,2013,Asia Southeast,Asia-Pacific,Lower middle income,1,9.1089458466,2011,20.54797993,2011,2.5,2009,1.1568812132,2011,22.3733539581,2011,1.2574721575,,2.7781488895,2011,1.6595495406,2012,4.2569422722,2012,5.7441458702,2011,*,2012,*,2012,*,2012,3.0702819824,2011,*,2011,*,2011,*,2012,7.0909099579,2012,101.8499984741,2012,0,,0,,0,2010,5.8000001907,2012,2.091864109,2012,0.5877866745,2012,7.0999999046,2012,*,2012,*,2008,*,2011,1,2012,-7,2011,36,2011,0.0200009998,2012,-0.9100000262,2011,-0.9200000167,2011,6.9615383148,2010,-0.9599999785,2011,*,2011,*,2011,*,2011,*,2011,*,2012,*,2008,*,2011,*,2011,26.80852,2011,0.8981333971,2011,97.35163,2011,45.79744,2011,17.67166,2011,1.0257455111,2010,0.1583294272,2010,*,2011,*,2012,78,2011,69,2011,213,2011,67.43236585,2011,77.9400024414,2011,33.8,2011,27.8,2011,226,2008,54,2007,63,2010,0.72,2010,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,4,2011,*,2008,*,2012,5.5,2012,6.3000001907,2012,7.0999999046,2012,2,2011,7.8000001907,2012,0,2012,*,2008,*,2011,*,2011,*,2011,*,2011,2,2012,*,2012,*,2012,*,2012,*,2012,*,2008,*,,*,2012,,,,5.7441458702,0,0,9034.7646484375,15.0892105103,5207438848,2.1800000668,2.516520977,0.8000000119,1200.0001220703
Lao PDR,LAO,2014,Asia Southeast,Asia-Pacific,Lower middle income,1,9.4442863464,2012,19.66015232,2012,1.299999952,2012,1.1568812132,2011,22.39453125,2012,1.8081128597,,3.2989323139,2012,1.9967308044,2013,6.3649392128,2013,5.8787622452,2012,*,2012,*,2012,*,2012,3.0282068253,2012,*,2011,*,2012,*,2012,9.105091095,2013,66.1975708008,2013,0,,0,,0,2010,6.0999999046,2013,2.0412201881,2013,0.7100117207,2013,6.6999998093,2013,*,2012,*,2008,*,2011,1,2013,-7,2012,37,2012,0.0200009998,2012,-0.8781904578,2012,-0.8299999833,2012,6.9615383148,2010,-0.8399999738,2012,*,2011,*,2011,*,2011,*,2011,*,2012,*,2008,*,2011,*,2011,27.12631,2012,0.9024274349,2012,95.87678,2012,46.54073,2012,16.72537,2012,1.0140779018,2010,0.1692871898,2010,*,2011,*,2012,79,2012,72,2012,204,2012,67.80592683,2012,84.3700027466,2012,54,2012,26.7,2012,226,2008,57,2012,64.6,2012,1.5,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,4,2012,*,2008,*,2012,5.8000001907,2013,6.0999999046,2013,6.8000001907,2013,2,2012,7.5,2013,0,2013,*,2008,*,2011,*,2011,*,2011,*,2011,2,2013,*,2012,*,2012,*,2012,*,2012,*,2008,*,,*,2012,,,,5.8787622452,0,0,12634.7626953125,26.0837059021,5318894080,2.1800000668,5.098927021,1.0340150595,9000.0009765625
Lao PDR,LAO,2015,Asia Southeast,Asia-Pacific,Lower middle income,1,9.5439577103,2013,20.2433109283,2013,1.3999999762,2013,1.1568812132,2011,22.5696105957,2013,1.3011958599,,1.9048998356,2013,1.9967308044,2013,6.3649392128,2013,6.0283436775,2013,*,2012,*,2012,*,2012,3.0560419559,2013,*,2011,*,2012,*,2012,7.9377317429,2014,66.9933325578,2014,0,,0,,0,2010,6.6,2014,1.9021074772,2014,1.108810544,2014,5.6999998093,2014,*,2012,*,2008,*,2011,1,2014,-7,2014,39,2014,0.0200009998,2012,-0.7599999905,2013,-0.7699999809,2013,6.9615383148,2010,-0.8500000238,2013,*,2011,*,2011,*,2011,*,2011,*,2012,*,2008,*,2011,*,2011,25.5977096558,2013,0.9119721055,2013,97.2885131836,2013,50.4936103821,2013,17.6977901459,2013,1.0140779018,2010,0.1692871898,2010,*,2011,*,2012,87,2013,82,2013,197,2013,68.2494125366,2013,95,2013,53.7999992371,2013,21.7999992371,2013,80.2,2012,57,2013,64.5999984741,2012,1.5,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,4,2013,*,2008,*,2012,5.9,2014,6,2014,7.1,2014,2,2013,7.4,2014,0,2014,*,2008,*,2011,*,2011,*,2011,*,2011,2,2014,*,2012,*,2012,*,2012,*,2012,*,2008,*,,*,2012,,,,6.0283436775,0,0,13959.0888671875,5.7187347412,6336615424,2.1800000668,2.6736872196,2.0307512283,2800
Lebanon,LBN,2012,MENA,MENA,Upper middle income,0,10.718998909,2010,9.843945941,2010,9,2007,1.6094379425,2011,23.7934684753,2010,2.6244163513,2010,2.7630250454,2010,1.6074041385,2010,3.989841464,2010,5.6836047173,2010,*,2011,*,2011,*,2011,2.3836069107,2010,*,2011,*,2011,*,2011,8.5173931122,2011,78.6494827271,2011,2.0936303139,2010,15.8005037308,2010,0.8699428439,2010,6.8000001907,2011,4.2209773064,2011,3.7397046089,2011,67.0999984741,2011,*,2011,*,2010,*,2011,3,2011,7,2010,5,2010,0.2700000107,2007,-0.3446340561,2010,-0.6627240181,2010,9,2010,0.0376447029,2010,*,2011,*,2010,*,2011,*,2009,*,2010,*,2010,*,2009,*,2011,14.1419,2010,1.087823987,2010,91.69128,2010,81.42778,2010,54.02364,2010,2.7103309631,,0.7233955264,,*,2011,*,2011,74,2010,53,2010,17,2010,72.4087561,2010,1054,2009,18.8,2010,5,2008,67,2008,62,2007,98,2005,3.5,2009,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3.5,2010,*,2010,*,2011,8.5,2011,8.6999998093,2011,6.6168441772,2011,2.5,2010,6.5,2011,0,2011,*,2009,*,2011,*,2011,*,2011,*,2011,4,2011,*,2011,*,2011,*,2011,*,2011,*,2010,*,2009,*,2011,,,,5.6836047173,7278996.5,7.1143193245,45205.625,14.8477106094,21546268672,4,12.7965192795,41.0855560303,4999.9995117188
Lebanon,LBN,2013,MENA,MENA,Upper middle income,0,10.7903995514,2011,6.5308094025,2012,9,2007,1.54756248,2012,23.8543567657,2012,1.2184101343,2011,1.8242821693,2011,2.0245892841,2012,6.5729999542,2012,5.530731678,2011,*,2012,*,2012,*,2012,2.0190024376,2012,*,2012,*,2011,*,2012,11.0021162033,2012,93.1999969482,2012,0.6677522063,2011,15.823474884,2011,0.8698440194,2011,6.5,2012,4.2195076942,2012,3.9569964409,2012,67,2012,*,2012,*,2010,*,2012,3,2012,7,2011,6,2011,0.7333649993,2012,-0.3300000131,2011,-0.6800000072,2011,9,2010,0.0199999996,2011,*,2012,*,2010,*,2012,*,2009,*,2012,*,2012,*,2009,*,2012,14.23097,2011,1.0842608213,2011,94.90634,2011,83.26888,2011,57.65213,2011,2.7444548607,,0.6156561375,,*,2012,*,2012,81,2011,79,2011,15,2011,72.58721951,2011,923.7899780273,2011,8,2011,5,2011,67,2008,62,2007,98,2005,3.5,2009,*,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,3.5,2011,*,2010,*,2012,8.1999998093,2012,8.3999996185,2012,6.3000001907,2012,2.5,2011,6.1999998093,2012,0,2012,*,2009,*,2012,*,2012,*,2012,*,2012,4,2012,*,2012,*,2012,*,2012,*,2012,*,2010,*,2009,*,2012,,,,5.530731678,7448139,0.949849546,48551.4296875,5.1983442307,22898946048,3.6999998093,2.3818068504,51.3000030518,59999.98046875
